18460,Unsophisticated Hand Cannon
18461,Sergeant's Cloak
18462,Jagged Bone Fist
18463,Ogre Pocket Knife
18464,Gordok Nose Ring
18465,Royal Seal of Eldre'Thalas
18466,Royal Seal of Eldre'Thalas
18467,Royal Seal of Eldre'Thalas
18468,Royal Seal of Eldre'Thalas
18469,Royal Seal of Eldre'Thalas
18470,Royal Seal of Eldre'Thalas
18471,Royal Seal of Eldre'Thalas
18472,Royal Seal of Eldre'Thalas
18473,Royal Seal of Eldre'Thalas
18475,Oddly Magical Belt
18476,Mud Stained Boots
18477,Shaggy Leggings
18478,Hyena Hide Jerkin
18479,Carrion Scorpid Helm
18480,Scarab Plate Helm
18481,Skullcracking Mace
18482,Ogre Toothpick Shooter
18483,Mana Channeling Wand
18484,Cho'Rush's Blade
18485,Observer's Shield
18486,Mooncloth Robe
18487,Pattern: Mooncloth Robe
18488,Heated Ancient Blade
18489,Unfired Ancient Blade
18490,Insightful Hood
18491,Lorespinner
18492,Treated Ancient Blade
18493,Bulky Iron Spaulders
18494,Denwatcher's Shoulders
18495,Redoubt Cloak
18496,Heliotrope Cloak
18497,Sublime Wristguards
18498,Hedgecutter
18499,Barrier Shield
18500,Tarnished Elven Ring
18501,Felvine Shard
18502,Monstrous Glaive
18503,Kromcrush's Chestplate
18504,Girdle of Insight
18505,Mugger's Belt
18506,Mongoose Boots
18507,Boots of the Full Moon
18508,Swift Flight Bracers
18509,Chromatic Cloak
18510,Hide of the Wild
18511,Shifting Cloak
18512,Larval Acid
18513,A Dull and Flat Elven Blade
18514,Pattern: Girdle of Insight
18515,Pattern: Mongoose Boots
18516,Pattern: Swift Flight Bracers
18517,Pattern: Chromatic Cloak
18518,Pattern: Hide of the Wild
18519,Pattern: Shifting Cloak
18520,Barbarous Blade
18521,Grimy Metal Boots
18522,Band of the Ogre King
18523,Brightly Glowing Stone
18524,Leggings of Destruction
18525,Bracers of Prosperity
18526,Crown of the Ogre King
18527,Harmonious Gauntlets
18528,Cyclone Spaulders
18529,Elemental Plate Girdle
18530,Ogre Forged Hauberk
18531,Unyielding Maul
18532,Mindsurge Robe
18533,Gordok Bracers of Power
18534,Rod of the Ogre Magi
18535,Milli's Shield
18536,Milli's Lexicon
18537,Counterattack Lodestone
18538,Treant's Bane
18539,Reliquary of Purity
18540,Sealed Reliquary of Purity
18541,Puissant Cape
18542,Typhoon
18543,Ring of Entropy
18544,Doomhide Gauntlets
18545,Leggings of Arcane Supremacy
18546,Infernal Headcage
18547,Unmelting Ice Girdle
18562,Elementium Ore
18563,Bindings of the Windseeker
18564,Bindings of the Windseeker
18567,Elemental Flux
18582,The Twin Blades of Azzinoth
18583,Warglaive of Azzinoth (Right)
18584,Warglaive of Azzinoth (Left)
18585,Band of Allegiance
18586,Lonetree's Circle
18587,Goblin Jumper Cables XL
18588,Ez-Thro Dynamite II
18590,Raging Beast's Blood
18591,Case of Blood
18592,Plans: Sulfuron Hammer
18594,Powerful Seaforium Charge
18597,Orcish Orphan Whistle
18598,Human Orphan Whistle
18600,Tome of Arcane Brilliance
18601,Glowing Crystal Prison
18602,Tome of Sacrifice
18603,Satyr Blood
18604,Tears of the Hederine
18605,Imprisoned Doomguard
18606,Alliance Battle Standard
18607,Horde Battle Standard
18608,Benediction
18609,Anathema
18610,Keen Machete
18611,Gnarlpine Leggings
18612,Bloody Chain Boots
18622,Flawless Fel Essence (Jaedenar)
18623,Flawless Fel Essence (Dark Portal)
18624,Flawless Fel Essence (Azshara)
18625,Kroshius' Infernal Core
18626,Fel Fire
18628,Thorium Brotherhood Contract
18629,Black Lodestone
18631,Truesilver Transformer
18632,Moonbrook Riot Taffy
18633,Styleen's Sour Suckerpop
18634,Gyrofreeze Ice Reflector
18635,Bellara's Nutterbar
18637,Major Recombobulator
18638,Hyper-Radiant Flame Reflector
18639,Ultra-Flash Shadow Reflector
18640,Happy Fun Rock
18641,Dense Dynamite
18642,Jaina's Autograph
18643,Cairne's Hoofprint
18645,Alarm-O-Bot
18646,The Eye of Divinity
18647,Schematic: Red Firework
18648,Schematic: Green Firework
18649,Schematic: Blue Firework
18650,Schematic: EZ-Thro Dynamite II
18651,Schematic: Truesilver Transformer
18652,Schematic: Gyrofreeze Ice Reflector
18653,Schematic: Goblin Jumper Cables XL
18654,Schematic: Gnomish Alarm-O-Bot
18655,Schematic: Major Recombobulator
18656,Schematic: Powerful Seaforium Charge
18657,Schematic: Hyper-Radiant Flame Reflector
18658,Schematic: Ultra-Flash Shadow Reflector
18659,Splinter of Nordrassil
18660,World Enlarger
18661,Schematic: World Enlarger
18662,Heavy Leather Ball
18663,J'eevee's Jar
18664,A Treatise on Military Ranks
18665,The Eye of Shadow
18670,Xorothian Glyphs
18671,Baron Charr's Sceptre
18672,Elemental Ember
18673,Avalanchion's Stony Hide
18674,Hardened Stone Band
18675,Military Ranks of the Horde & Alliance
18676,Sash of the Windreaver
18677,Zephyr Cloak
18678,Tempestria's Frozen Necklace
18679,Frigid Ring
18680,Ancient Bone Bow
18681,Burial Shawl
18682,Ghoul Skin Leggings
18683,Hammer of the Vesper
18684,Dimly Opalescent Ring
18686,Bone Golem Shoulders
18687,Xorothian Stardust
18688,Imp in a Jar
18689,Phantasmal Cloak
18690,Wraithplate Leggings
18691,Dark Advisor's Pendant
18692,Death Knight Sabatons
18693,Shivery Handwraps
18694,Shadowy Mail Greaves
18695,Spellbound Tome
18696,Intricately Runed Shield
18697,Coldstone Slippers
18698,Tattered Leather Hood
18699,Icy Tomb Spaulders
18700,Malefic Bracers
18701,Innervating Band
18702,Belt of the Ordained
18703,Ancient Petrified Leaf
18704,Mature Blue Dragon Sinew
18705,Mature Black Dragon Sinew
18706,Arena Master
18707,Ancient Rune Etched Stave
18708,Petrified Bark
18709,Arena Wristguards
18710,Arena Bracers
18711,Arena Bands
18712,Arena Vambraces
18713,Rhok'delar, Longbow of the Ancient Keepers
18714,Ancient Sinew Wrapped Lamina
18715,Lok'delar, Stave of the Ancient Keepers
18716,Ash Covered Boots
18717,Hammer of the Grand Crusader
18718,Grand Crusader's Helm
18719,The Traitor's Heart
18720,Shroud of the Nathrezim
18721,Barrage Girdle
18722,Death Grips
18723,Animated Chain Necklace
18724,Enchanted Black Dragon Sinew
18725,Peacemaker
18726,Magistrate's Cuffs
18727,Crimson Felt Hat
18728,Anastari Heirloom
18729,Screeching Bow
18730,Shadowy Laced Handwraps
18731,Pattern: Heavy Leather Ball
18734,Pale Moon Cloak
18735,Maleki's Footwraps
18736,Plaguehound Leggings
18737,Bone Slicing Hatchet
18738,Carapace Spine Crossbow
18739,Chitinous Plate Legguards
18740,Thuzadin Sash
18741,Morlune's Bracer
18742,Stratholme Militia Shoulderguard
18743,Gracious Cape
18744,Plaguebat Fur Gloves
18745,Sacred Cloth Leggings
18746,Divination Scryer
18749,Charger's Lost Soul
18752,Exorcism Censer
18753,Arcanite Barding
18754,Fel Hardened Bracers
18755,Xorothian Firestick
18756,Dreadguard's Protector
18757,Diabolic Mantle
18758,Specter's Blade
18759,Malicious Axe
18760,Necromantic Band
18761,Oblivion's Touch
18762,Shard of the Green Flame
18766,Reins of the Swift Frostsaber
18767,Reins of the Swift Mistsaber
18769,Enchanted Thorium Platemail
18770,Enchanted Thorium Platemail
18771,Enchanted Thorium Platemail
18772,Swift Green Mechanostrider
18773,Swift White Mechanostrider
18774,Swift Yellow Mechanostrider
18775,Manna-Enriched Horse Feed
18776,Swift Palomino
18777,Swift Brown Steed
18778,Swift White Steed
18779,Bottom Half of Advanced Armorsmithing: Volume I
18780,Top Half of Advanced Armorsmithing: Volume I
18781,Bottom Half of Advanced Armorsmithing: Volume II
18782,Top Half of Advanced Armorsmithing: Volume II
18783,Bottom Half of Advanced Armorsmithing: Volume III
18784,Top Half of Advanced Armorsmithing: Volume III
18785,Swift White Ram
18786,Swift Brown Ram
18787,Swift Gray Ram
18788,Swift Blue Raptor
18789,Swift Olive Raptor
18790,Swift Orange Raptor
18791,Purple Skeletal Warhorse
18792,Blessed Arcanite Barding
18793,Great White Kodo
18794,Great Brown Kodo
18795,Great Gray Kodo
18796,Horn of the Swift Brown Wolf
18797,Horn of the Swift Timber Wolf
18798,Horn of the Swift Gray Wolf
18799,Charger's Redeemed Soul
18802,Shadowy Potion
18803,Finkle's Lava Dredger
18804,Lord Grayson's Satchel
18805,Core Hound Tooth
18806,Core Forged Greaves
18807,Helm of Latent Power
18808,Gloves of the Hypnotic Flame
18809,Sash of Whispered Secrets
18810,Wild Growth Spaulders
18811,Fireproof Cloak
18812,Wristguards of True Flight
18813,Ring of Binding
18814,Choker of the Fire Lord
18815,Essence of the Pure Flame
18816,Perdition's Blade
18817,Crown of Destruction
18818,Mor'zul's Instructions
18819,Rohan's Exorcism Censer
18820,Talisman of Ephemeral Power
18821,Quick Strike Ring
18822,Obsidian Edged Blade
18823,Aged Core Leather Gloves
18824,Magma Tempered Boots
18825,Grand Marshal's Aegis
18826,High Warlord's Shield Wall
18827,Grand Marshal's Handaxe
18828,High Warlord's Cleaver
18829,Deep Earth Spaulders
18830,Grand Marshal's Sunderer
18831,High Warlord's Battle Axe
18832,Brutality Blade
18833,Grand Marshal's Bullseye
18834,Insignia of the Horde
18835,High Warlord's Recurve
18836,Grand Marshal's Repeater
18837,High Warlord's Crossbow
18838,Grand Marshal's Dirk
18839,Combat Healing Potion
18840,High Warlord's Razor
18841,Combat Mana Potion
18842,Staff of Dominance
18843,Grand Marshal's Right Hand Blade
18844,High Warlord's Right Claw
18845,Insignia of the Horde
18846,Insignia of the Horde
18847,Grand Marshal's Left Hand Blade
18848,High Warlord's Left Claw
18849,Insignia of the Horde
18850,Insignia of the Horde
18851,Insignia of the Horde
18852,Insignia of the Horde
18853,Insignia of the Horde
18854,Insignia of the Alliance
18855,Grand Marshal's Hand Cannon
18856,Insignia of the Alliance
18857,Insignia of the Alliance
18858,Insignia of the Alliance
18859,Insignia of the Alliance
18860,High Warlord's Street Sweeper
18861,Flamewaker Legplates
18862,Insignia of the Alliance
18863,Insignia of the Alliance
18864,Insignia of the Alliance
18865,Grand Marshal's Punisher
18866,High Warlord's Bludgeon
18867,Grand Marshal's Battle Hammer
18868,High Warlord's Pulverizer
18869,Grand Marshal's Glaive
18870,Helm of the Lifegiver
18871,High Warlord's Pig Sticker
18872,Manastorm Leggings
18873,Grand Marshal's Stave
18874,High Warlord's War Staff
18875,Salamander Scale Pants
18876,Grand Marshal's Claymore
18877,High Warlord's Greatsword
18878,Sorcerous Dagger
18879,Heavy Dark Iron Ring
18880,Darkreaver's Head
18902,Reins of the Swift Stormsaber
18904,Zorbin's Ultra-Shrinker
18922,Secret Plans: Fiery Flux
18944,Incendosaur Scale
18945,Dark Iron Residue
18946,Head of Overseer Maltorius
18947,Rage Scar Yeti Hide
18948,Barbaric Bracers
18949,Pattern: Barbaric Bracers
18952,Simone's Head
18953,Klinfran's Head
18954,Solenor's Head
18955,Artorius's Head
18956,Miniaturization Residue
18957,Brushwood Blade
18958,Water Elemental Core
18959,Smithing Tuyere
18960,Lookout's Spyglass
18961,Zukk'ash Carapace
18962,Stinglasher's Glands
18969,Pristine Yeti Hide
18970,Ring of Critical Testing 2
18972,Perfect Yeti Hide
18984,Dimensional Ripper - Everlook
18986,Ultrasafe Transporter: Gadgetzan
18987,Blackhand's Command
19002,Head of Nefarian
19003,Head of Nefarian
19004,Minor Healthstone
19005,Minor Healthstone
19006,Lesser Healthstone
19007,Lesser Healthstone
19008,Healthstone
19009,Healthstone
19010,Greater Healthstone
19011,Greater Healthstone
19012,Major Healthstone
19013,Major Healthstone
19016,Vessel of Rebirth
19017,Essence of the Firelord
19018,Dormant Wind Kissed Blade
19019,Thunderfury, Blessed Blade of the Windseeker
19020,Camp Mojache Zukk'ash Report
19022,Nat Pagle's Extreme Angler FC-5000
19023,Katoom's Best Lure
19024,Arena Grand Master
19025,Skylord Plume
19026,Snake Bloom Firework
19027,Schematic: Snake Burst Firework
19028,Elegant Dress
19029,Horn of the Frostwolf Howler
19030,Stormpike Battle Charger
19031,Frostwolf Battle Tabard
19032,Stormpike Battle Tabard
19033,Slagtree's Lost Tools
19034,Lard's Lunch
19035,Lard's Special Picnic Basket
19036,Final Message to the Wildhammer
19037,Emerald Peak Spaulders
19038,Ring of Subtlety
19039,Zorbin's Water Resistant Hat
19040,Zorbin's Mega-Slicer
19041,Pratt's Handcrafted Tunic
19042,Jangdor's Handcrafted Tunic
19043,Heavy Timbermaw Belt
19044,Might of the Timbermaw
19045,Stormpike Battle Standard
19046,Frostwolf Battle Standard
19047,Wisdom of the Timbermaw
19048,Heavy Timbermaw Boots
19049,Timbermaw Brawlers
19050,Mantle of the Timbermaw
19051,Girdle of the Dawn
19052,Dawn Treaders
19056,Argent Boots
19057,Gloves of the Dawn
19058,Golden Mantle of the Dawn
19059,Argent Shoulders
19060,Warsong Gulch Enriched Ration
19061,Warsong Gulch Iron Ration
19062,Warsong Gulch Field Ration
19064,Shackle Key
19066,Warsong Gulch Runecloth Bandage
19067,Warsong Gulch Mageweave Bandage
19068,Warsong Gulch Silk Bandage
19069,Huntsman Malkhor's Skull
19070,Huntsman Malkhor's Bones
19071,Vessel of Tainted Blood
19083,Frostwolf Legionnaire's Cloak
19084,Stormpike Soldier's Cloak
19085,Frostwolf Advisor's Cloak
19086,Stormpike Sage's Cloak
19087,Frostwolf Plate Belt
19088,Frostwolf Mail Belt
19089,Frostwolf Leather Belt
19090,Frostwolf Cloth Belt
19091,Stormpike Plate Girdle
19092,Stormpike Mail Girdle
19093,Stormpike Leather Girdle
19094,Stormpike Cloth Girdle
19095,Frostwolf Legionnaire's Pendant
19096,Frostwolf Advisor's Pendant
19097,Stormpike Soldier's Pendant
19098,Stormpike Sage's Pendant
19099,Glacial Blade
19100,Electrified Dagger
19101,Whiteout Staff
19102,Crackling Staff
19103,Frostbite
19104,Stormstrike Hammer
19105,Frost Runed Headdress
19106,Ice Barbed Spear
19107,Bloodseeker
19108,Wand of Biting Cold
19109,Deep Rooted Ring
19110,Cold Forged Blade
19111,Winteraxe Epaulets
19112,Frozen Steel Vambraces
19113,Yeti Hide Bracers
19114,Highland Bow
19115,Flask of Forest Mojo
19116,Greenleaf Handwraps
19117,Laquered Wooden Plate Legplates
19118,Nature's Breath
19119,Owlbeast Hide Gloves
19120,Rune of the Guard Captain
19121,Deep Woodlands Cloak
19123,Everwarm Handwraps
19124,Slagplate Leggings
19125,Seared Mail Girdle
19126,Slagplate Gauntlets
19127,Charred Leather Tunic
19128,Seared Mail Vest
19130,Cold Snap
19131,Snowblind Shoes
19132,Crystal Adorned Crown
19133,Fel Infused Leggings
19134,Flayed Doomguard Belt
19135,Blacklight Bracer
19136,Mana Igniting Cord
19137,Onslaught Girdle
19138,Band of Sulfuras
19139,Fireguard Shoulders
19140,Cauterizing Band
19141,Luffa
19142,Fire Runed Grimoire
19143,Flameguard Gauntlets
19144,Sabatons of the Flamewalker
19145,Robe of Volatile Power
19146,Wristguards of Stability
19147,Ring of Spell Power
19148,Dark Iron Helm
19149,Lava Belt
19150,Sentinel Basic Care Package
19151,Sentinel Standard Care Package
19152,Sentinel Advanced Care Package
19153,Outrider Advanced Care Package
19154,Outrider Basic Care Package
19155,Outrider Standard Care Package
19156,Flarecore Robe
19157,Chromatic Gauntlets
19159,Woven Ivy Necklace
19160,Contest Winner's Tabard
19162,Corehound Belt
19163,Molten Belt
19164,Dark Iron Gauntlets
19165,Flarecore Leggings
19166,Black Amnesty
19167,Blackfury
19168,Blackguard
19169,Nightfall
19170,Ebon Hand
19182,Darkmoon Faire Prize Ticket
19183,Hourglass Sand
19202,Plans: Heavy Timbermaw Belt
19203,Plans: Girdle of the Dawn
19204,Plans: Heavy Timbermaw Boots
19205,Plans: Gloves of the Dawn
19206,Plans: Dark Iron Helm
19207,Plans: Dark Iron Gauntlets
19208,Plans: Black Amnesty
19209,Plans: Blackfury
19210,Plans: Ebon Hand
19211,Plans: Blackguard
19212,Plans: Nightfall
19213,Silverwing Talisman of Merit
19215,Pattern: Wisdom of the Timbermaw
19216,Pattern: Argent Boots
19217,Pattern: Argent Shoulders
19218,Pattern: Mantle of the Timbermaw
19219,Pattern: Flarecore Robe
19220,Pattern: Flarecore Leggings
19221,Darkmoon Special Reserve
19222,Cheap Beer
19223,Darkmoon Dog
19224,Red Hot Wings
19225,Deep Fried Candybar
19227,Ace of Beasts
19228,Beasts Deck
19229,Sayge's Fortune #1
19230,Two of Beasts
19231,Three of Beasts
19232,Four of Beasts
19233,Five of Beasts
19234,Six of Beasts
19235,Seven of Beasts
19236,Eight of Beasts
19237,Sayge's Fortune #19
19238,Sayge's Fortune #3
19239,Sayge's Fortune #4
19240,Sayge's Fortune #5
19241,Sayge's Fortune #6
19242,Sayge's Fortune #7
19243,Sayge's Fortune #8
19244,Sayge's Fortune #9
19245,Sayge's Fortune #10
19246,Sayge's Fortune #11
19247,Sayge's Fortune #12
19248,Sayge's Fortune #13
19249,Sayge's Fortune #14
19250,Sayge's Fortune #15
19251,Sayge's Fortune #16
19252,Sayge's Fortune #18
19253,Sayge's Fortune #17
19254,Sayge's Fortune #21
19255,Sayge's Fortune #22
19256,Sayge's Fortune #2
19257,Warlords Deck
19258,Ace of Warlords
19259,Two of Warlords
19260,Three of Warlords
19261,Four of Warlords
19262,Five of Warlords
19263,Six of Warlords
19264,Seven of Warlords
19265,Eight of Warlords
19266,Sayge's Fortune #20
19267,Elementals Deck
19268,Ace of Elementals
19269,Two of Elementals
19270,Three of Elementals
19271,Four of Elementals
19272,Five of Elementals
19273,Six of Elementals
19274,Seven of Elementals
19275,Eight of Elementals
19276,Ace of Portals
19277,Portals Deck
19278,Two of Portals
19279,Three of Portals
19280,Four of Portals
19281,Five of Portals
19282,Six of Portals
19283,Seven of Portals
19284,Eight of Portals
19287,Darkmoon Card: Heroism
19288,Darkmoon Card: Blue Dragon
19289,Darkmoon Card: Maelstrom
19290,Darkmoon Card: Twisting Nether
19291,Darkmoon Storage Box
19292,Last Month's Mutton
19293,Last Year's Mutton
19295,Darkmoon Flower
19297,Lesser Darkmoon Prize
19298,Minor Darkmoon Prize
19299,Fizzy Faire Drink
19300,Bottled Winterspring Water
19301,Alterac Manna Biscuit
19302,Darkmoon Ring
19303,Darkmoon Necklace
19304,Spiced Beef Jerky
19305,Pickled Kodo Foot
19306,Crunchy Frog
19307,Alterac Heavy Runecloth Bandage
19308,Tome of Arcane Domination
19309,Tome of Shadow Force
19310,Tome of the Ice Lord
19311,Tome of Fiery Arcana
19312,Lei of the Lifegiver
19315,Therazane's Touch
19316,Ice Threaded Arrow
19317,Ice Threaded Bullet
19318,Bottled Alterac Spring Water
19319,Harpy Hide Quiver
19320,Gnoll Skin Bandolier
19321,The Immovable Object
19322,Warsong Mark of Honor
19323,The Unstoppable Force
19324,The Lobotomizer
19325,Don Julio's Band
19326,Pattern: Might of the Timbermaw
19327,Pattern: Timbermaw Brawlers
19328,Pattern: Dawn Treaders
19329,Pattern: Golden Mantle of the Dawn
19330,Pattern: Lava Belt
19331,Pattern: Chromatic Gauntlets
19332,Pattern: Corehound Belt
19333,Pattern: Molten Belt
19334,The Untamed Blade
19335,Spineshatter
19336,Arcane Infused Gem
19337,The Black Book
19338,Free Ticket Voucher
19339,Mind Quickening Gem
19340,Rune of Metamorphosis
19341,Lifegiving Gem
19342,Venomous Totem
19343,Scrolls of Blinding Light
19344,Natural Alignment Crystal
19345,Aegis of Preservation
19346,Dragonfang Blade
19347,Claw of Chromaggus
19348,Red Dragonscale Protector
19349,Elementium Reinforced Bulwark
19350,Heartstriker
19351,Maladath, Runed Blade of the Black Flight
19352,Chromatically Tempered Sword
19353,Drake Talon Cleaver
19354,Draconic Avenger
19355,Shadow Wing Focus Staff
19356,Staff of the Shadow Flame
19357,Herald of Woe
19358,Draconic Maul
19360,Lok'amir il Romathis
19361,Ashjre'thul, Crossbow of Smiting
19362,Doom's Edge
19363,Crul'shorukh, Edge of Chaos
19364,Ashkandi, Greatsword of the Brotherhood
19365,Claw of the Black Drake
19366,Master Dragonslayer's Orb
19367,Dragon's Touch
19368,Dragonbreath Hand Cannon
19369,Gloves of Rapid Evolution
19370,Mantle of the Blackwing Cabal
19371,Pendant of the Fallen Dragon
19372,Helm of Endless Rage
19373,Black Brood Pauldrons
19374,Bracers of Arcane Accuracy
19375,Mish'undare, Circlet of the Mind Flayer
19376,Archimtiros' Ring of Reckoning
22802,Kingsfall
19378,Cloak of the Brood Lord
19379,Neltharion's Tear
19380,Therazane's Link
19381,Boots of the Shadow Flame
19382,Pure Elementium Band
19383,Master Dragonslayer's Medallion
19384,Master Dragonslayer's Ring
19385,Empowered Leggings
19386,Elementium Threaded Cloak
19387,Chromatic Boots
19388,Angelista's Grasp
19389,Taut Dragonhide Shoulderpads
19390,Taut Dragonhide Gloves
19391,Shimmering Geta
19392,Girdle of the Fallen Crusader
19393,Primalist's Linked Waistguard
19394,Drake Talon Pauldrons
19395,Rejuvenating Gem
19396,Taut Dragonhide Belt
19397,Ring of Blackrock
19398,Cloak of Firemaw
19399,Black Ash Robe
19400,Firemaw's Clutch
19401,Primalist's Linked Legguards
19402,Legguards of the Fallen Crusader
19403,Band of Forced Concentration
19405,Malfurion's Blessed Bulwark
19406,Drake Fang Talisman
19407,Ebony Flame Gloves
19422,Darkmoon Faire Fortune
19423,Sayge's Fortune #23
19424,Sayge's Fortune #24
19425,Mysterious Lockbox
19426,Orb of the Darkmoon
19430,Shroud of Pure Thought
19431,Styleen's Impeding Scarab
19432,Circle of Applied Force
19433,Emberweave Leggings
19434,Band of Dark Dominion
19435,Essence Gatherer
